,incident_name,incident_is_final,incident_date_last_update,incident_date_created,incident_administrative_unit,incident_administrative_unit_url,incident_county,incident_location,incident_acres_burned,incident_containment,incident_control,incident_cooperating_agencies,incident_longitude,incident_latitude,incident_type,incident_id,incident_url,incident_date_extinguished,incident_dateonly_extinguished,incident_dateonly_created,is_active,calfire_incident,notification_desired,lon,lat,fire_start_date,rmax_mean_8w,rmin_mean_8w,sph_mean_8w,srad_mean_8w,tmmn_mean_8w,tmmx_mean_8w,vs_mean_8w,bi_mean_8w,fm100_mean_8w,fm1000_mean_8w,erc_mean_8w,etr_mean_8w,pet_mean_8w,vpd_mean_8w,pr_sum_8w,th_sin_8w,th_cos_8w,rmax_mean_6w,rmin_mean_6w,sph_mean_6w,srad_mean_6w,tmmn_mean_6w,tmmx_mean_6w,vs_mean_6w,bi_mean_6w,fm100_mean_6w,fm1000_mean_6w,erc_mean_6w,etr_mean_6w,pet_mean_6w,vpd_mean_6w,pr_sum_6w,th_sin_6w,th_cos_6w,rmax_mean_4w,rmin_mean_4w,sph_mean_4w,srad_mean_4w,tmmn_mean_4w,tmmx_mean_4w,vs_mean_4w,bi_mean_4w,fm100_mean_4w,fm1000_mean_4w,erc_mean_4w,etr_mean_4w,pet_mean_4w,vpd_mean_4w,pr_sum_4w,th_sin_4w,th_cos_4w,rmax_mean_2w,rmin_mean_2w,sph_mean_2w,srad_mean_2w,tmmn_mean_2w,tmmx_mean_2w,vs_mean_2w,bi_mean_2w,fm100_mean_2w,fm1000_mean_2w,erc_mean_2w,etr_mean_2w,pet_mean_2w,vpd_mean_2w,pr_sum_2w,th_sin_2w,th_cos_2w,log_acres_burned
2971,Miller Fire,Y,2025-06-15T15:43:31Z,2025-06-09T17:09:52Z,Shasta-Trinity National Forest,,Trinity,North of Graham Place,30.0,100.0,,,-123.409997,40.436496,Wildfire,2695f2b1-10c4-4934-bdb2-60f90e8e9b9d,https://www.fire.ca.gov/incidents/2025/6/9/miller-fire/,2025-06-15T12:00:00Z,2025-06-15,2025-06-09,N,False,False,-123.409997,40.436496,2025-06-09,73.47857,35.107143,0.0048914286,296.65,277.74286,292.49286,2.707143,24.428572,10.785713,18.507141,32.642857,5.5,4.3071427,0.87142855,5.4,-0.45807233,0.65741664,74.964294,33.67143,0.005596429,323.0,278.90717,295.1143,3.6000001,31.642857,11.3928585,15.242857,40.785713,6.3928576,4.9928565,1.0021429,9.5,-0.34719902,0.7022721,83.47143,41.478573,0.005905001,337.47858,278.02142,292.35,3.9357145,32.42857,12.942858,14.792855,38.92857,5.878571,4.678571,0.7064286,6.5,-0.5988967,0.59204227,74.42857,31.907146,0.008387143,359.82144,284.75714,302.29288,3.6571429,39.0,10.421428,12.971429,49.42857,8.735715,6.785714,1.5171427,0.0,-0.40639377,0.78346807,3.4339872044851463
2972,Ford Fire,Y,2025-06-15T22:03:22Z,2025-06-11T16:17:54Z,CAL FIRE Sonoma-Lake-Napa Unit,,Colusa,South side of East Park Reservoir near Lodoga Stonyford Road and Sites Lodoga Road,14.0,100.0,,"Williams Fire Department, Maxwell Fire Protection District, Mendocino National Forest, Indian Valley Fire",-122.488411,39.302133,Wildfire,46f15a2b-23e5-4935-8fb8-918a5ab275a5,https://www.fire.ca.gov/incidents/2025/6/11/ford-fire/,2025-06-15T22:03:16Z,2025-06-15,2025-06-11,N,True,False,-122.488411,39.302133,2025-06-11,81.17143,45.214283,0.0066814288,299.57858,282.65005,293.39285,1.9714286,25.142857,12.992857,14.164286,39.714287,4.978572,4.1785717,0.79142857,8.3,-0.46788672,0.3883483,70.299995,34.27143,0.007155,335.52145,286.06427,298.02145,2.8500001,27.428572,10.685714,13.528571,44.642857,6.7428565,5.45,1.2571429,7.4,-0.46948692,0.30694717,69.24999,28.785717,0.006885715,362.52142,285.6857,299.8643,2.6642857,38.42857,9.078571,11.5,56.214287,7.771428,6.2071433,1.4307142,0.0,-0.6605746,0.534366,60.878574,24.892857,0.008988571,355.39996,292.2857,306.6286,1.9071428,38.42857,7.6285715,9.742857,65.0,8.371428,6.850001,2.33,0.0,-0.6821256,0.27663907,2.70805020110221
2973,Lobinger Fire,Y,2025-06-12T22:02:01Z,2025-06-11T15:56:59Z,CAL FIRE Tehama-Glenn Unit,,Tehama,Lobinger Road & Gallagher Avenue,13.0,100.0,,,-122.211579,39.943968,Wildfire,aa2daeb0-ecc2-419d-b413-915a32ad8d62,https://www.fire.ca.gov/incidents/2025/6/11/lobinger-fire/,2025-06-12T07:00:00Z,2025-06-12,2025-06-11,N,True,False,-122.211579,39.943968,2025-06-11,91.67857,42.37143,0.0072350004,289.45,282.24286,296.59286,3.9642856,31.214285,14.135715,16.22857,34.214287,6.1857142,4.75,0.90500003,5.2,0.01573992,0.2816774,79.95,32.657143,0.007562143,322.49994,285.58572,300.72144,5.3428574,39.57143,11.8714285,14.835713,41.357143,8.885714,6.5214286,1.3950001,4.8,0.07933694,0.038315184,70.74286,29.314285,0.0073207146,353.57858,287.05,301.65714,3.7857146,42.357143,9.264285,12.421431,52.857143,9.05,6.864286,1.5814284,0.0,-0.25490788,0.39943036,73.16429,27.192858,0.009748572,356.27856,291.1786,307.9643,4.207143,48.57143,8.842856,10.642856,59.785713,11.3,8.364285,2.2792857,0.0,-0.074917935,0.39545378,2.6390573296152584
2974,River Fire,Y,2025-06-16T07:53:33Z,2025-06-11T20:01:21Z,CAL FIRE Madera-Mariposa-Merced Unit,,Madera,"Avenue 7.5 and River Drive, Madera Valley",20.0,100.0,,,-120.442537,36.858259,Wildfire,f71c1c56-b75f-4afa-bb35-8d65ed87bc9b,https://www.fire.ca.gov/incidents/2025/6/11/river-fire/,2025-06-12T17:00:00Z,2025-06-12,2025-06-11,N,True,False,-120.442537,36.858259,2025-06-11,85.67143,33.70714,0.006479285,287.57858,283.09283,296.59283,4.471429,39.07143,12.178572,14.385715,42.07143,6.921428,5.1214285,1.0564286,3.3,-0.82554585,0.48009202,80.87856,25.071428,0.0068992856,329.65717,285.55,301.92142,5.0214286,50.142857,10.914286,13.135714,49.92857,9.207144,6.7285705,1.6378572,0.0,-0.71349204,0.5997891,72.35714,20.428572,0.006251428,363.5857,285.92856,302.81427,6.1571426,69.07143,8.428572,10.885715,62.07143,11.949999,8.421429,1.8335714,0.0,-0.7536613,0.63443154,71.15714,19.207144,0.0075135715,364.36426,289.07144,307.27856,5.378571,71.28571,7.8285713,9.32857,69.42857,13.1214285,9.264285,2.4,0.0,-0.82487124,0.521454,3.044522437723423
2975,Claro Fire,Y,2025-06-13T22:05:01Z,2025-06-12T15:52:37Z,"Unified Command: CAL FIRE San Diego Unit, Carlsbad Fire Department and San Diego Sheriff’s Office",,San Diego,"Corte Claro & Paseo Encino, Carlsbad",45.0,100.0,,,-117.212509,33.080796,Wildfire,631c3c90-dfad-4cac-8859-06950210132d,https://www.fire.ca.gov/incidents/2025/6/12/claro-fire/,2025-06-13T14:50:00Z,2025-06-13,2025-06-12,N,True,False,-117.212509,33.080796,2025-06-12,92.9,57.664288,0.0078042853,264.43573,284.12857,290.75,2.85,20.0,16.32143,17.164286,27.071428,3.9142857,3.385714,0.40714288,2.4,-0.77130747,-0.37147757,95.01429,60.7,0.009231428,278.33566,286.43573,293.42856,2.8357143,19.928572,17.035715,17.278572,26.071428,4.178571,3.707143,0.51928574,4.2000003,-0.6597387,-0.20039432,94.26428,56.88571,0.009402857,322.47858,286.80002,294.22855,2.7357142,22.571428,16.02143,16.807142,29.285715,4.95,4.3642855,0.5321428,1.0,-0.6342047,-0.57493645,94.90715,62.72857,0.010532143,310.74286,288.56427,294.81427,2.7428575,22.785715,16.52857,16.449999,28.5,4.9357147,4.4,0.49571425,2.5,-0.7331008,-0.41126966,3.828641396489095
2976,Firestone Fire,Y,2026-01-05T13:57:18Z,2025-06-12T16:04:56Z,CAL FIRE Fresno-Kings Unit,,Fresno," Highway 198 and Firestone Ave, West of Coalinga",482.0,100.0,,,-120.4557421,36.0931954,Wildfire,6028f6f3-75b9-414c-a66b-a4cfec15ed54,https://www.fire.ca.gov/incidents/2025/6/12/firestone-fire/,2025-06-18T08:00:00Z,2025-06-18,2025-06-12,N,True,False,-120.4557421,36.0931954,2025-06-12,87.96428,35.478573,0.0062071425,282.7143,280.35004,294.54282,2.8285713,30.142857,13.35,14.614285,40.07143,5.3,4.2142854,0.88428575,4.6,-0.7769694,0.23607399,81.35714,25.721432,0.006345714,336.27145,282.59998,299.7643,2.8714287,37.642857,11.242858,13.614286,48.0,7.0428567,5.5642858,1.425,0.0,-0.6932073,0.52324444,72.64286,20.021427,0.0058621424,357.42142,283.30716,301.4643,3.6428573,51.0,8.935714,11.392858,59.5,9.207143,6.8571424,1.6685716,0.0,-0.662229,0.5553968,67.10714,17.735714,0.0073057143,352.85,288.3,307.05713,3.3642857,57.0,7.585715,9.492858,69.28571,10.621429,7.8857145,2.4192855,0.0,-0.79101485,0.07298291,6.180016653652572
2977,Airline Fire,Y,2025-06-13T22:04:20Z,2025-06-12T19:01:00Z,CAL FIRE San Benito-Monterey,,San Benito,"Highway 25 and Bitterwater Road, Bitterwater",46.0,100.0,,,-120.963426,36.351124,Wildfire,473966df-9c8c-4030-8d6a-3f99304e088f,https://www.fire.ca.gov/incidents/2025/6/12/airline-fire/,2025-06-13T11:29:11Z,2025-06-13,2025-06-12,N,True,False,-120.963426,36.351124,2025-06-12,93.25,36.792854,0.0059814295,278.5,278.34286,293.3643,3.7928574,34.357143,14.614285,16.014286,35.857143,5.335714,4.1285715,0.75428575,3.8,-0.7990784,0.3828543,86.64286,26.85,0.005865,331.05716,279.8357,297.9,3.95,42.42857,12.471429,14.957143,43.5,7.05,5.392857,1.2157143,0.0,-0.6279906,0.6157308,87.77142,22.54286,0.005636428,350.72858,279.05716,299.19998,4.692857,52.285713,11.278572,12.964286,51.07143,8.828571,6.464286,1.3092858,0.0,-0.68452424,0.62148756,84.814285,20.335714,0.0067378567,351.79282,282.5714,303.74286,4.307143,53.285713,10.857142,11.871429,55.285713,10.214286,7.464286,1.7857143,0.0,-0.82759494,0.34483698,3.8501476017100584
2978,Hudson Fire,Y,2026-01-05T13:55:42Z,2025-06-12T22:11:00Z,Unified Command: Kern County and Los Padres National Forest,,Kern,"Klipstein Canyon Road and Hudson Ranch Road, Maricopa",616.0,100.0,,,-119.403,34.9578,Wildfire,3ddaa74b-f795-4e8d-8e53-d837f98be748,https://www.fire.ca.gov/incidents/2025/6/12/hudson-fire/,2025-06-14T22:01:48Z,2025-06-14,2025-06-12,N,False,False,-119.403,34.9578,2025-06-12,55.664288,27.528574,0.0039457143,285.41428,280.94284,290.73572,3.9785714,52.714287,8.328571,9.521429,64.64286,6.321428,4.6928573,1.0214285,6.7,-0.76793194,0.3211287,56.449993,24.65,0.004665714,317.64288,283.57858,295.40717,3.6071427,44.214287,8.264286,9.542857,63.214287,7.2285714,5.478572,1.3778571,5.4999995,-0.51163965,0.49196896,43.47143,18.128572,0.0039207144,350.2643,284.9643,296.32858,4.135714,68.5,6.0928574,7.9500003,78.07143,9.028572,6.6357145,1.57,0.0,-0.58486193,0.54857045,39.407143,16.664286,0.005297143,349.80716,291.26425,302.65,3.8357146,72.21429,5.321428,6.6142855,85.64286,10.800001,7.8785715,2.3721428,0.0,-0.69025046,0.10673574,6.424869023905388
2979,Rica Fire,Y,2025-06-13T22:05:59Z,2025-06-13T12:27:15Z,CAL FIRE Nevada-Yuba-Placer Unit,,Yuba,"Loma Rica Road south of Iowa City Road, Marysville",25.0,100.0,,,-121.479804,39.27736,Wildfire,080119cb-3fea-4f59-91bd-1cb0a3f98fe3,https://www.fire.ca.gov/incidents/2025/6/13/rica-fire/,2025-06-13T15:30:00Z,2025-06-13,2025-06-13,N,True,False,-121.479804,39.27736,2025-06-13,90.36428,46.20714,0.007770714,286.45712,283.47144,296.85715,2.2714286,24.714285,15.442857,17.142857,31.214285,5.157143,4.2714286,0.9035714,12.8,-0.068825126,-0.24059923,75.542854,34.642857,0.0075257146,325.92142,285.72147,300.27853,2.9357145,33.785713,11.67143,15.507143,41.42857,7.085714,5.6357145,1.3514286,11.4,-0.08712424,-0.062139183,78.6,32.035717,0.007899285,352.09283,285.8643,302.2143,2.5642855,39.57143,10.135714,13.207144,50.857143,7.728572,6.178571,1.4864285,0.0,-0.07186463,-0.33420172,81.435715,29.95,0.009869286,355.82144,289.08572,306.80716,2.3642857,41.214287,10.192857,11.635713,56.142857,8.464286,6.821428,1.9535713,0.0,-0.025015505,-0.6007994,3.258096538021482
2980,Eagle Fire,Y,2025-06-14T21:59:46Z,2025-06-13T12:30:00Z,CAL FIRE San Luis Obispo Unit,,San Luis Obispo,"Eagle Creek Lane & Interlake Road, Lake Nacimiento",38.0,100.0,,,-120.926961,35.78442,Wildfire,900dfb7b-90a8-42c3-b98d-88e84bd07b9e,https://www.fire.ca.gov/incidents/2025/6/13/eagle-fire/,,,2025-06-13,N,True,False,-120.926961,35.78442,2025-06-13,88.02142,35.407143,0.005993571,283.02142,280.05,294.51425,3.5142856,35.0,13.721429,15.342857,38.785713,5.785714,4.442857,0.87928575,7.1,-0.88990843,0.011329339,81.78571,24.528568,0.005660714,337.8786,280.72858,299.1214,3.742857,44.285713,11.307142,14.042857,47.5,7.607143,5.7642856,1.3814286,0.0,-0.7369882,0.26706737,76.42858,18.34286,0.0053357147,353.62143,280.82855,301.7857,4.785714,58.857143,9.114286,11.635714,59.0,10.464286,7.4500003,1.6814286,0.0,-0.7322926,0.40843254,78.10713,18.1,0.0062621427,345.14282,283.3071,305.1286,3.7499998,54.785713,9.307142,10.357144,62.785713,10.464287,7.621428,2.0721428,0.0,-0.7395089,-0.2238067,3.6635616461296463
2981,Clement Fire,Y,2025-06-14T22:01:41Z,2025-06-13T13:36:45Z,CAL FIRE Shasta-Trinity Unit,,Shasta,"Clement Court, Anderson",20.0,100.0,,,-122.4495,40.479167,Wildfire,1f34192f-55aa-4fde-a116-d65b56609fdc,https://www.fire.ca.gov/incidents/2025/6/13/clement-fire/,2025-06-14T22:01:38Z,2025-06-14,2025-06-13,N,True,False,-122.4495,40.479167,2025-06-13,78.37856,36.100002,0.0063335714,290.30716,283.19998,297.4857,2.392857,29.714285,11.628572,15.099998,40.857143,6.0071425,4.7571435,1.202857,3.2,-0.3961628,0.13503523,71.79286,31.057144,0.0067621428,316.10004,285.25717,299.89285,2.9857142,31.928572,10.492857,13.300001,47.142857,7.2714286,5.6500006,1.4385716,14.799999,-0.26428306,0.014556264,65.22143,26.542858,0.0072321435,353.52142,287.80002,303.29282,2.7285714,41.07143,8.314286,11.614285,57.714287,8.67143,6.7428575,1.8599999,0.0,-0.66432893,0.20200641,58.05714,22.507145,0.008734999,361.69284,292.75003,309.14996,2.6642857,46.57143,7.007142,9.3785715,68.21429,10.228571,7.878572,2.7664287,0.0,-0.62984693,0.14048192,3.044522437723423
2982,Dogs Fire,Y,2026-01-05T13:45:48Z,2025-06-13T14:41:49Z,Kern County Fire Department,,Kern,"Famosos Road and Sherwood Avenue, North of Bakersfield",4407.0,100.0,,,-119.0082,35.6025,Wildfire,0b1307ff-5e5a-4a3d-b27a-9e94e0558cde,https://www.fire.ca.gov/incidents/2025/6/13/dogs-fire/,2025-06-15T22:02:40Z,2025-06-15,2025-06-13,N,True,False,-119.0082,35.6025,2025-06-13,71.11428,33.57143,0.006611429,275.87857,285.69284,296.99286,3.9785717,43.0,10.235715,12.507143,50.642857,7.1285715,5.2785716,1.2257143,5.2,-0.81196487,0.50745773,61.285713,27.128572,0.006641429,322.03574,288.19998,300.95718,4.292857,54.714287,8.485714,11.007142,60.42857,8.671429,6.428571,1.7628572,0.0,-0.6595233,0.66970384,50.21429,18.899998,0.005465,351.44287,288.42142,302.30002,5.164285,73.5,6.414286,8.785714,73.92857,11.592857,8.185714,2.0549998,0.0,-0.73686635,0.6378506,45.18572,17.6,0.006953572,350.90717,294.07858,307.79288,4.3,74.07143,5.7571425,7.2357144,82.28571,12.728572,9.07857,2.9407141,0.0,-0.75570446,0.41723517,8.391176350832751
2983,Linda Fire,Y,2025-06-14T21:59:54Z,2025-06-13T14:45:21Z,CAL FIRE Lake Napa Unit,,Solano,"Off Estate Drive, north of Vacaville",111.0,100.0,,"Vacaville Fire Protection District, Vacaville Fire Department, Dixon Fire, Suisun City Fire Department, Fairfield Fire Department, Winters Fire Department, Montezuma Fire Protection District, Solano County Sheriff's Office",-122.0102,38.4513,Wildfire,5f946e5b-abfa-4ded-bf89-4c8375cb1395,https://www.fire.ca.gov/incidents/2025/6/13/linda-fire/,,,2025-06-13,N,True,False,-122.0102,38.4513,2025-06-13,93.65001,41.585716,0.0072092856,300.02142,281.42142,297.08572,3.6785712,32.214287,14.521429,15.1,36.785713,6.235715,4.821429,0.9464286,0.7,-0.8665231,-0.3724483,77.31428,31.77143,0.0070564277,333.27856,284.62857,300.22858,4.157143,34.142857,11.514285,13.907144,44.0,8.071428,6.107143,1.3949999,4.4,-0.76956844,0.0017222512,76.28572,27.97143,0.007223572,357.1929,285.1,302.41428,4.6714287,50.214287,9.557143,11.885714,54.785713,9.778571,7.1999993,1.6007144,0.0,-0.9059125,-0.25602058,85.90714,24.028574,0.008329285,355.8143,286.10715,306.8643,4.9357142,53.42857,10.421428,11.0,57.0,11.55,8.35,2.067857,0.0,-0.89074886,-0.40852997,4.718498871295094
2984,Eldorado Fire,Y,2025-06-14T22:00:53Z,2025-06-14T12:45:21Z,CAL FIRE Fresno-Kings Unit ,,Fresno,"Hwy 198 and South El Dorado Ave, Coalinga",50.0,100.0,,,-120.211198,36.2548,Wildfire,763c63d2-2f39-4e7f-8f24-5a2808c08389,https://www.fire.ca.gov/incidents/2025/6/14/eldorado-fire/,2025-06-07T22:00:37Z,2025-06-07,2025-06-14,N,True,False,-120.211198,36.2548,2025-06-14,75.192856,25.099997,0.0060435715,283.05,283.85712,300.0357,2.307143,37.142857,9.900001,11.735715,54.857143,6.5928574,5.0642858,1.517143,4.8,-0.6349023,0.45341295,68.62858,19.707142,0.0056892857,338.55716,285.02856,302.9929,3.0428574,49.714287,8.564286,10.614286,63.07143,8.528571,6.4357147,1.9542856,0.0,-0.6196638,0.74357235,62.99286,16.214285,0.005615,356.52856,286.09283,304.92856,3.785714,63.0,7.092857,8.892858,72.92857,10.842856,7.8642855,2.2271428,0.0,-0.6874363,0.7093725,57.5,14.871428,0.006592143,353.7786,290.1143,309.09283,3.0642855,62.642857,6.321429,7.635714,80.28571,11.199999,8.214286,2.905,0.0,-0.81064606,0.37258857,3.9318256327243257
2985,Bitter Fire,Y,2026-01-05T13:44:59Z,2025-06-14T14:31:35Z,CAL FIRE San Luis Obispo Unit,,San Luis Obispo,"Bitter Water Road cross of Bitter Water Valley Road, Shandon",1651.0,100.0,,,-120.155841,35.543275,Wildfire,052d91b6-4122-4d11-a0e9-9a8bdd6b20f8,https://www.fire.ca.gov/incidents/2025/6/14/bitter-fire/,2025-06-15T22:02:24Z,2025-06-15,2025-06-14,N,True,False,-120.155841,35.543275,2025-06-14,72.08571,35.528572,0.0060392856,283.28574,283.07138,294.1143,3.7357142,38.857143,10.714287,11.807143,50.92857,6.178571,4.7214284,0.9928571,4.2,-0.82735765,0.30383787,67.435715,27.42143,0.005904286,337.87857,284.67142,297.7357,3.8714283,51.214287,9.407144,11.071428,58.642857,7.5071425,5.7500005,1.4057144,0.0,-0.6928462,0.5655339,60.035713,20.307142,0.0055814283,354.67142,285.58572,300.57144,4.5785713,64.71429,7.6714287,9.442857,68.85714,9.892858,7.2071424,1.7542856,0.0,-0.6532545,0.6315671,60.521423,19.385714,0.0064399997,345.92853,287.9643,303.76425,4.4999995,69.28571,7.157143,8.307142,74.64286,10.992858,7.928571,2.1014285,0.0,-0.8885501,0.17099299,7.409741954080923
2986,Riosa Fire,Y,2025-06-19T08:58:59Z,2025-06-15T12:03:13Z,CAL FIRE Nevada-Yuba-Placer Unit,,Placer,Sheridan Lincoln Blvd just South of Sheridan,49.0,100.0,,,-121.3711948,38.9750021,Wildfire,ae42afac-b38f-4d58-968d-d876d5e29ced,https://www.fire.ca.gov/incidents/2025/6/15/riosa-fire/,2025-06-15T14:52:00Z,2025-06-15,2025-06-15,N,True,False,-121.3711948,38.9750021,2025-06-15,92.63572,46.31429,0.008052142,283.3143,283.37143,297.22855,2.5,25.357143,15.185714,17.164286,31.357143,5.307143,4.3428574,0.8821429,4.3,-0.37790737,-0.41730112,77.65714,31.242857,0.00733,329.3,285.14285,300.95712,3.0214286,36.285713,11.042857,14.764285,44.785713,7.3857145,5.8071427,1.4221427,2.2,-0.26547378,0.12747468,78.114296,28.1,0.00794,359.05713,286.2,303.90717,2.5642858,41.92857,9.885714,12.385714,54.642857,8.278571,6.557143,1.7342857,0.0,-0.5443917,-0.122112885,84.700005,26.885714,0.008802143,355.41428,287.47147,305.82855,2.3785713,42.5,10.464286,11.292857,57.5,8.421429,6.714286,1.8785714,0.0,-0.4535121,-0.6034028,3.912023005428146
2987,Heaven Fire,Y,2025-06-19T09:34:22Z,2025-06-15T15:30:44Z,CAL FIRE Siskiyou Unit,,Siskiyou,"Klamath River Road and Humbug Creek, North of Yreka, Klamath River Community",20.0,100.0,,,-122.655185,41.829538,Wildfire,9ebacc83-5d1a-4ef4-b62d-65792274abb6,https://www.fire.ca.gov/incidents/2025/6/15/heaven-fire/,2025-06-18T08:00:00Z,2025-06-18,2025-06-15,N,True,False,-122.655185,41.829538,2025-06-15,82.27857,36.242855,0.0050571426,294.9714,277.66428,291.8786,2.9642856,26.5,12.892858,14.807143,38.57143,5.2571425,4.164286,0.7935714,21.0,-0.24999431,0.64805365,75.48572,34.249996,0.0052392855,291.6357,278.68573,293.19998,3.1214287,31.142857,11.0,13.778572,44.285713,5.6785707,4.4785714,0.9042858,8.5,-0.3378684,0.28632933,78.85,30.428572,0.0065864283,344.84283,281.3071,298.27856,2.835714,38.07143,10.678572,12.75,50.357143,7.2,5.7214284,1.2364286,0.0,-0.34968352,0.42918912,64.97857,26.092855,0.0073442855,349.33572,285.49997,302.4643,2.914286,44.57143,7.964286,10.528571,62.0,8.442858,6.5928574,1.74,0.0,-0.1769404,0.88679224,3.044522437723423
2988,Oak Fire,Y,2025-06-17T21:50:17Z,2025-06-15T16:20:32Z,CAL FIRE Fresno-Kings Unit,,Fresno,"Morgan Canyon Road and Country Oak Lane, Prather",17.0,100.0,,,-119.521241,37.029083,Wildfire,ed4aad14-a112-44f6-8238-cf573ad1da49,https://www.fire.ca.gov/incidents/2025/6/15/oak-fire/,2025-06-17T21:49:44Z,2025-06-17,2025-06-15,N,True,False,-119.521241,37.029083,2025-06-15,78.307144,42.77143,0.006589999,264.1643,282.44284,294.62857,2.4071429,24.785715,12.785715,14.242857,39.5,5.0928574,4.092857,0.9114286,13.3,-0.67029387,0.5150493,64.0,31.207142,0.0062785707,322.1357,285.07144,298.80002,2.9785712,41.5,9.185714,12.478571,53.5,7.0214286,5.492858,1.4499998,0.0,-0.529167,0.7577942,56.32857,24.892859,0.0065964283,346.72855,287.55713,302.67142,3.457143,53.214287,7.7071433,10.228571,65.07143,9.328572,6.9928565,1.9135715,0.0,-0.63703936,0.74004966,54.464283,24.021427,0.007845,345.77142,290.54285,306.05713,3.0357146,56.142857,6.9500003,8.585714,72.85714,9.8714285,7.4785705,2.2964284,0.0,-0.7810169,0.60110146,2.8903717578961645
2989,Vista Fire,Y,2025-06-16T09:09:09Z,2025-06-15T17:06:54Z,CAL FIRE Riverside Unit,,Riverside,San Jacinto,15.0,100.0,,"Soboba Fire Department
U.S. Forest Service - San Bernardino",-116.865296,33.817645,Wildfire,d658643f-eaa9-45a5-9e45-67b9d9b3e01e,https://www.fire.ca.gov/incidents/2025/6/15/vista-fire/,2025-06-16T18:26:44Z,2025-06-16,2025-06-15,N,True,False,-116.865296,33.817645,2025-06-15,73.68572,36.857147,0.0053200005,299.60715,280.40717,290.4714,3.9142857,36.642857,12.178573,12.199999,47.642857,5.407143,4.2642856,0.7764286,15.5,-0.83704174,-0.48966473,78.75714,40.892857,0.006317857,306.25,282.35715,293.02142,3.4071429,28.785715,13.142858,13.814285,40.857143,5.2857146,4.35,0.9392858,12.900001,-0.58615714,-0.15241353,57.764282,21.32143,0.0056499997,341.64288,285.70712,298.37143,3.1999996,47.785713,8.271429,11.564286,59.5,7.935714,6.128571,1.555,0.0,-0.67662334,-0.5116405,64.70714,28.521433,0.007571428,342.77145,289.12143,299.42142,4.0071425,50.92857,9.1285715,10.3785715,60.57143,8.728572,6.664285,1.5507143,4.2,-0.8257569,-0.5481059,2.772588722239781
2990,Mission Fire,Y,2025-06-17T21:54:00Z,2025-06-16T13:33:37Z,CAL FIRE Santa Clara Unit,,Alameda,"Mission Road and Andrade Road, near Sunol",64.0,100.0,,,-121.917569,37.579302,Wildfire,23e3e015-7049-4e65-bbc9-740f3f0c8763,https://www.fire.ca.gov/incidents/2025/6/16/mission-fire/,2025-06-17T21:53:43Z,2025-06-17,2025-06-16,N,True,False,-121.917569,37.579302,2025-06-16,98.41429,56.342854,0.0072121434,293.47855,280.76428,290.93573,3.9999998,26.214285,17.157145,17.714287,26.357143,4.1714287,3.4857142,0.4271429,0.9,-0.9326841,0.13735507,85.98572,41.24286,0.0069735716,335.22855,282.85,295.25714,3.9857142,31.142857,13.664286,16.214285,35.142857,6.1428566,4.914286,0.86285716,4.0,-0.7589944,0.41135243,90.171425,42.72143,0.0074957153,352.50714,283.06427,296.02142,4.3785715,37.07143,13.721428,15.085715,38.285713,6.707143,5.3,0.88357145,0.0,-0.9106264,0.3161413,93.028564,41.792854,0.007627143,354.89285,283.03574,295.8643,4.3642855,37.714287,13.921428,14.464287,39.857143,6.6071434,5.2571435,0.78285706,0.0,-0.9555253,0.13483903,4.174387269895637
2991,Elm Fire,Y,2025-06-16T22:01:06Z,2025-06-16T13:28:00Z,CAL FIRE San Benito-Monterey Unit,,Monterey,"Elm Avenue and Reliz Canyon Road, near Greenfield",17.0,100.0,,,-121.288116,36.285576,Wildfire,62259ad8-31b4-4198-aed3-09f8294688b8,https://www.fire.ca.gov/incidents/2025/6/16/elm-fire/,2025-06-16T22:00:50Z,2025-06-16,2025-06-16,N,True,False,-121.288116,36.285576,2025-06-16,93.72857,49.785713,0.0066692857,282.14285,280.77142,291.3643,3.6285713,27.714285,15.614286,16.935715,30.285715,4.5785713,3.7142856,0.53571427,7.7,-0.9137355,0.20285729,87.700005,30.242857,0.006079286,342.5357,280.7786,297.14285,3.4214287,37.42857,12.585714,15.385714,41.285713,6.621429,5.221429,1.0914285,0.0,-0.6936138,0.5205601,86.07857,29.25,0.0061650006,352.18573,281.21426,297.82858,3.985714,44.0,11.685714,13.55,47.357143,7.75,5.9,1.1607144,0.0,-0.7696021,0.4555498,79.1,30.828573,0.0061678565,337.94998,282.63568,296.5,3.7285717,44.0,11.550001,12.707143,49.857143,7.2357144,5.578572,1.0585715,0.0,-0.91586494,0.25378582,2.8903717578961645
